first_appeared_in_issue,name,origin,publisher
"House Of Cards, Part 1: The Prodigal Sinner",Lili Penrose,Human,Marvel
"""Portal to the Past!""",Lilia Calderu,Human,Marvel
Castle Curse!,Maria Russoff,Human,Marvel
Awakening (Part 1),Rose Star,Human,Top Cow
Awakening (Part 1),Spark Blade,Human,Top Cow
Alone Against Talpa,Talpa,Robot,Valiant
Steel Nation Part 3: Traitor,General Mimsy,Human,Valiant
Steel Nation Part 4: Savior,E-7,Robot,Valiant
Armageddon 4002 Part 1: Slaughter On Phobos!,Malev Emperor,Robot,Valiant
Holocaust 4002 Part 2: The Invasion Of North Am,Malevolents,Robot,Valiant
The Power of the One Thousand,M'Ree,Human,Gold Key
Steel Nation Part 1: Protector,0-1X,Robot,Valiant
Invasion Part 5: The Ballad Of East Of West  /  Invasion Part 6: Small Sacrifice,Grand One,Robot,Valiant
Invasion Part 1: Goph Rules  /  Invasion Part 2: Spirit Against The Flesh,Grandmother,Robot,Valiant
Pain,Funboy,Human,Caliber Comics
"The Siege of Saleucami, Part One",Clone Commander Faie,Human,Dark Horse Comics
,Smash,Human,Image
Falling Through The Cracks,Laz,Human,Top Cow
Preview,Grigorieff,Human,Top Cow
Pain,Skull Cowboy,Other,Caliber Comics
Preview,Petra,Other,Top Cow
Invader from the 10th Dimension!,Ultimator,God/Eternal,DC Comics
Pain,Skank,Human,Caliber Comics
,Shelly Webster,Human,Caliber Comics
For A Few Fists More!,Drom The Backwards Man,Other,Marvel
Inside Job Part One,Mephiles the Dark,God/Eternal,Archie Comics
,Dynamic Man,Robot,Dynamite Entertainment
Wizard 0,Hela,Human,Top Cow
Pain,T-Bird,Human,Caliber Comics
Pain,Tin-Tin,Human,Caliber Comics
Players and Pawns Part Four,Wraith,Cyborg,IDW Publishing
,Rowina,Other,Top Cow
Invasion Part 1: Goph Rules  /  Invasion Part 2: Spirit Against The Flesh,X-O Commando,Human,Valiant
Enter The Evil Eight,The Familiar,Mutant,DC Comics
After The Holocaust,Spylocke,Human,Valiant
Pain,Gideon,Human,Caliber Comics
"World's Most Wanted, Part 1: Shipbreaking",Victoria Hand,Human,Marvel
Prelude,John Barrett,Human,Devil's Due
Prelude,Teddy Blake,Human,Devil's Due
,Driggs,Human,Devil's Due
Watchin' the Detectives,Roy Raymond Jr.,Human,DC Comics
The Battle For South Am - Chapter Four: Allies,Talen,Human,Valiant
"Unity Chapter 3: Up Against the Wall, Mother",Bionisaur,Animal,Valiant
,Adrenalynn,Cyborg,Image
Lifeline,Locksmith,Human,Marvel
Answers,Lonkarr,God/Eternal,Marvel
"Once Upon a Time, In a Castle...",Ludwig von Shtupf,Human,Marvel
Art of Homage Studios,N'golth,Alien,Top Cow
-,Orga,Alien,Shogakukan
The Duck and the Defenders,Black Hole,Human,Marvel
The Addams Family!,Jack Skellington,Other,Disney
,Luna,Human,Eros Comix
The Beasts And The Children,Balaam,Alien,Valiant
Two,Lavinia,Human,Eros Comix
New World Order,Torque,Human,Valiant
,Obadiah,Human,Valiant
Beware of the Bug-Belle! / Lois Lane's Last Chance!,Velvet O' Mara,Human,DC Comics
Fear,Albrecht,Human,Caliber Comics
Darque Daze,Mademoiselle Noir,Human,Valiant
,Judah Earl,Human,Kitchen Sink
Showdown in the Shimmering Zone!,N-Man,Mutant,Image
When Wakes The Warbeast!,Infra-Man,Human,Image
When Wakes The Warbeast!,Infra-Girl,Human,Image
The Duck and the Defenders,Sitting Bullseye,Human,Marvel
Stage 01,Gibson,Human,Capcom
Revenge of the Robot Renegade,Agantha,Robot,DC Comics
,Doctor Corben,Human,Top Cow
The Duck and the Defenders,The Spanker,Human,Marvel
The Owner Of Mars Attacks!,Leo Wong,Human,Bongo
Immovable Objects: Inexorable Forces!,M'Gubgub,God/Eternal,Marvel
All that Glitters is Not Gold!,Midas,Human,Marvel
Lifelines Part 1: Revival,Joe Earl Archer,Human,Valiant
The Power of Thor!,Bobby Steele,Human,Marvel
Land of Peril,Ezili Dantor,God/Eternal,In the Public Domain
The Vampiric Verses Part 4 of 5: Torn on the Bayou,Lusa,God/Eternal,In the Public Domain
The Hunt For Xavier! Part Three: When You're Unwanted,Maria Muradyan,Mutant,Marvel
"Intifada, Part 2 of 5: W.M.D. (Weapons of Mass Destruction)",Marie D'Ancanto,Human,Marvel
Land of Peril,Mawu,God/Eternal,In the Public Domain
Housewreckers,Duerst,Human,Valiant
Prog 25,Vikar,Human,Rebellion
Inside Out,Angelina,Human,DC Comics
Beginnings,Dark Kahn,God/Eternal,DC Comics
"A Mask For a Hero! / The Evil King of the Sea! / Joanie Swift, Queen of Speed! / The Crime Platoon!",Joanie Swift,Human,DC Comics
Blood Of The Machine,Malcolm,Human,Valiant
Blood Of The Machine,Iwatsu,Human,Valiant
Blood Of The Machine,Benito Carboni,Human,Valiant
Blood Of The Machine,Sinclair,Human,Valiant
Child's Play,Marinette Bwa Chech,Other,In the Public Domain
5-Star Super-Hero Spectacular,Patty Spivot,Human,DC Comics
The Coming Storm: Part 2,Moonracer,Robot,IDW Publishing
,Shields,Cyborg,Top Cow
Descent into Evil,Firestar,Robot,IDW Publishing
The Way of a Will,Doyle Christie,Human,DC Comics
The Duck and the Defenders,Tillie the Hun,Other,Marvel
,Victor,Human,Image
"The Gray Man, Part 1 of 4: Lucifer",Lucifer,Human,Boom! Studios
The Incredible Robberies/The Sky Hijackers/The Daring Daylight Diamond Robbery/Adventure In Central America/Riddle Of The Statuette/The Flying Dragons/The Mystery Message/Death In The Saloon/The Origin Of Doctor Fate,Negal,God/Eternal,DC Comics
"""The Devil I Know"". Part 1: Wherein Lucifer Gets a Pet and Goes for a Swim",Dietrich,Human,Boom! Studios
,Elysa,God/Eternal,Devil's Due
,Cybile,God/Eternal,Devil's Due
,Elinor,Other,Top Cow
"Death At 10,000 Feet!",Cinder,Mutant,Valiant
"Death At 10,000 Feet!",Glyder,Mutant,Valiant
Vanguard Chapter 8-Who is Trenton Craft?/Machine Man-Imitation Skin/Cyclops and Wolverine-The Rabbit Hunt/Weapon Omega Part 8 of 12,Ea the Wise,God/Eternal,Marvel
"The Wrong Side of the War, Part 1",Lieutenant Zuud,Human,Dark Horse Comics
His Brother's Keeper,Yoshi Iwatsu,Human,Valiant
"In the Shadows of Their Fathers, Part 1",Jorin Sol,Human,Dark Horse Comics
,Leprechaun,Other,TidalWave Productions
,Hawke,Human,Top Cow
Alone Together,Deena Shan,Human,Dark Horse Comics
,Sonja Carlsen,Human,Top Cow
,Hossain Rao,Human,Top Cow
O MistÃ©rio do Livro Maldito!,Thomas Morgan,Human,Valiant
,Colonel Trautman,Human,Blackthorne
Save the Tiger (Part 9); Elements Of Doom (Part 9); In The Dark; A Piece Of Cake;,Conquistador,Mutant,Marvel
Beware The Coming of Infinitus!,Infinitus,Human,Marvel
Part One,Michiyo Watanabe,Human,Marvel
"The Five Nightmares, Part 2: Murder, Inc.",Mighty Mother,Human,Marvel
My Son...The Minotaur!,Minotaur,Human,Marvel
Back From The Dead Part Three: Homeland Defense,Mister Code,Human,Marvel
Part One,Noah van Helsing,Human,Marvel
A Touch Of Fire,Phaze,Mutant,Valiant
Revenant Season,Rotwrap,Other,Marvel
Revenant Season,Malpractice,Cyborg,Marvel
Revenant Season,Belial,Human,Marvel
Finale,Green Lantern of Sector 885,Alien,DC Comics
The Haunting of Hatter Madigan,Princess Alyss Heart,Human,Desperado Publishing
"Safety Behind Bars, Pt. 1",Dexter,Human,Skybound
"Safety Behind Bars, Pt. 1",Axel,Human,Skybound
"Safety Behind Bars, Pt. 1",Thomas Richards,Human,Skybound
"Safety Behind Bars, Pt. 1",Andrew,Human,Skybound
"Another Rooster in the Henhouse, Pt. 1",David Richards,Mutant,Marvel
Dreadface Lives! / Riddle of the Celestials,The Red-Blue Celestial,God/Eternal,Marvel
Truth In Flight,The Alien Entity,God/Eternal,Marvel
Infinity Manifestations,Anthropomorpho,God/Eternal,Marvel
In Blackest Night / Guardian Angel / Worship / A Sense of Obligation / Yellow Fever / Many Are Called,Green Lanterns: Saviors of the Planet Veltre,Alien,DC Comics
Bloody Mary part 1: Fractured Fairy Tales,Allegra,Human,Marvel
When Lands The Saucer,Monster of Badoon,Alien,Marvel
The Morlocks Take Manhatten,Monte,Mutant,Marvel
Moondog Is Another Name For Murder!,Moondog the Malicious,God/Eternal,Marvel
Manhunter From the Stars!,Mortoid,Robot,Marvel
Bloody Mary part 1: Fractured Fairy Tales,Munchkin,Human,Marvel
,Elalyth,God/Eternal,Marvel
Cyblade,Michel Thiebaut,Cyborg,Top Cow
The Tin Men of War: Part One,Zadrok,Cyborg,Top Cow
Apparently Unrelated Events (Family Reunion Part One),Maurice Fortuit,Other,Marvel
Apparently Unrelated Events (Family Reunion Part One),Florence Destine,Other,Marvel
The Tin Men of War: Part One,Kimata,Cyborg,Top Cow
,Kraken,Cyborg,Top Cow
Human Resources; The Origin of Robin,Xax II,Alien,DC Comics
Intermission,Joe Ridgeway,Human,IDW Publishing
Chapter Three,Ellie Whedon,Human,IDW Publishing
"Princess... Warrior, Part 1 of 2",Basso,Human,Dark Horse Comics
Son of Santa,Agonistes,Other,Marvel
"Embedded, Part 5 / The Accused, Part 5 / Sleeper Cell, Part 3",Neil Crawford,Human,Marvel
The Day Loki Stole Thor's Magic Hammer,Neri,God/Eternal,Marvel
Genesis,Nightfire,Human,Marvel
Valhallaballoo!,Njord,God/Eternal,In the Public Domain
Back In The U.S.S.R.,N'Kama,Human,Marvel
"Hath No Fury, Part 1: Voodoo Economics",Noreen Tanaka,Human,Marvel
Meet Captain America,Number 5,Human,Marvel
De gyldne Ã¦bler,Skadi,God/Eternal,In the Public Domain
Son of Santa,Son of Santa,Human,Marvel
"Sand In The Gears, Part 1",Kate Brewster,Human,IDW Publishing
The Abyss,Nyoko,Human,Valiant
The Unextinguishable Flame,Iceberg,Mutant,Amalgam Comics
Part Four,Captain Mexica,Infection,Marvel
A League of Their Own!,Runaway,Mutant,Amalgam Comics
The Unextinguishable Flame,Chaos,Mutant,Amalgam Comics
The Maxx; Bloodwulf; Deathblow,Miles Craven,Human,DC Comics
"Sand In The Gears, Part 1",Elena Maric,Human,IDW Publishing
"Sand In The Gears, Part 1",Bem Aworuwa,Human,IDW Publishing
,Herobear,Animal,Boom! Studios
"Sand In The Gears, Part 1",Lysette Gravois,Human,IDW Publishing
"Sand In The Gears, Part 1",Jackson Parker,Human,IDW Publishing
"To the Last Man, Part 2 of 3",Janek Sunber,Human,Dark Horse Comics
"Sand In The Gears, Part 1",Yusuf Al Mansur,Human,IDW Publishing
,Curve,Human,Kitchen Sink
"Crown Heights, Part 3 of 3",Rock,Human,Top Cow
The Union,Hfuhruhurr,Alien,DC Comics
Homecoming,Old Redd,Human,Marvel
Still Life With Metal,Omnivore,Alien,Marvel
Death Watch,Otmu,Alien,Marvel
,Pele,God/Eternal,In the Public Domain
Issue #3,Persephone,Alien,Marvel
One Shot,William of Stonham,Human,Apparat
"Sandra of the Secret Service: ""Sandra's Vacation, Part 4 (of 4)""",The Black Prince,Human,Non-Fictional
One Shot,Philip VI,Human,Non-Fictional
"Sandra of the Secret Service: ""Sandra's Vacation, Part 4 (of 4)""",Edward III,Human,Non-Fictional
Welcome to the Future...,Roan Fel,Human,Dark Horse Comics
Ready to Die,Darth Kruhl,Alien,Dark Horse Comics
,The Unknown Lantern,Other,DC Comics
Toy Wonder,Willie Watt,Human,DC Comics
The Search for Superman's Roots!,Fedra Shu-El,Alien,DC Comics
"Linda Danvers, Superstar",Sul-El,Alien,DC Comics
The Omega Effect,Marissa Faireborne,Human,IDW Publishing
Grotesk Part 1,Amina Franklin,Human,DC Comics
The Making of a Hero,Kate Williams,Human,Epic
Preview,Plus,Human,Milestone
The Two Faces of Superman!,Super-Menace,Other,DC Comics
"Time Flies, Part 1 - Outfoxed",Eulogy,God/Eternal,Marvel
...Exit Strategy,Expediency,God/Eternal,Marvel
,Tahiri Veila,Human,Dark Horse Comics
Weapon X Part 5,Pinta,Other,Marvel
Chasing Smoke,Porous,Mutant,Marvel
Life is a Tale Told By a Maniac,Psyk-Out,Human,Marvel
Let There Be Dark,Punisaur,Alien,Marvel
"Storm: The Arena, Part 3: Slave",Purge,Mutant,Marvel
TPB,Det. Aaron Cain,Human,Image
"Galacta in Galacta (or ""The World-Eater's Daughter""); Elsa Bloodstone Monster Hunter in Daddy's Little Girl and Luke Cage in Citizen Cage",Galacta,God/Eternal,Marvel
The Fiend With Five Faces,Ku,God/Eternal,DC Comics
1.078 Seconds,Cupid,Human,DC Comics
The Passage,Sarah Gail Bradley,Human,Marvel
"The Best Defense, Pt. 3",Martinez,Human,Skybound
"The Best Defense, Pt. 3",The Governor,Human,Skybound
Artemis Fowl - L'Incidente Artico,Artemis Fowl,Human,Penguin Group
Black Shadow White Shadow,Saja,God/Eternal,Marvel
Shadows,Jaslyn,Human,DC Comics
Inside Out,Brett,Human,DC Comics
"The Best Defense, Pt. 3",Bruce Cooper,Human,Skybound
"The Best Defense, Pt. 4",Stevens,Human,Skybound
"The Best Defense, Pt. 5",Alice,Human,Skybound
"The Best Defense, Pt. 4",Eugene,Human,Skybound
"The Best Defense, Pt. 4",Harold,Human,Skybound
Welcome to the Jungle : part 1 of 4,Karrin Murphy,Human,Dynamite Entertainment
Volume 1,Zubat,Animal,Nintendo
Blood of the Golden Dragon,Shadow-Thief,Human,Marvel
,Ferdinand,Animal,Disney
Wo die Raumwinde wehen,Lyra Kam-Par,Alien,DC Comics
Who is Superwoman? Part One: Puzzle Pieces,Mike Henderson,Human,DC Comics
Race of Doom,Oswald,Robot,Image
Ticket to BlÃ¼dhaven,Dax Novu,God/Eternal,DC Comics
"Salvage, Part 1",Glitter,Alien,Marvel
"Salvage, Part 1",Sovel,Alien,Marvel
"Salvage, Part 1",Jat,Alien,Marvel
Conflicting Loyalties,Stasia Fallshadow,Other,Wildstorm
Conflicting Loyalties,Med'an,Other,Wildstorm
Conflicting Loyalties,Meryl Felstorm,Other,Wildstorm
Vol. 2,Thrall,Other,Wildstorm
Conflicting Loyalties,Garrosh Hellscream,Other,Wildstorm
Lest Darkness Fall,Fenris,Animal,Valiant
Slaughter House,Brisbane,Human,Valiant
Blue Sun Part 4,Chris Calloway,Human,Aspen MLT
Salvage (Part 1),Chris Seyfert,Human,Marvel
Salvage (Part 1),Jessie Ingram,Human,Marvel
Salvage (Part 1),Peter Seyfert,Human,Marvel
No Hero (Part 1),Ashleigh Nichols,Human,Marvel
No Hero (Part 1),Agent Brian Rinehart,Mutant,Marvel
Salvage (Part 1),Alex Anderson,Human,Marvel
"Hang Up On The Hang Low, Part 1",Holly,Human,Vertigo
Recurring Knightmare!,Iron Man 2093,Human,Marvel
Part 2,Pn'Zo,Other,Marvel
Part 2,Hodinn,Other,Marvel
The Rainmakers,Aubrie Wyn,Human,Dark Horse Comics
,Big Boss,Human,IDW Publishing
Target Wonder Woman,Doctor Domino,Human,DC Comics
Stormchasers,Windo Nend,Alien,Dark Horse Comics
Points of Interest,Charley Huckle,Human,Marvel
Stormchasers,Vaabesh,Alien,Dark Horse Comics
Stormchasers,Leska,Human,Dark Horse Comics
"The New Face of War, Part One",Zule Xiss,Alien,Dark Horse Comics
The Rainmakers,Mak Lotor,Human,Dark Horse Comics
One Good Mutant Pt. 1,Beacon,Mutant,Marvel
Infinity Manifestations,Caregiver,God/Eternal,Marvel
Quantum Quest,Explorer,God/Eternal,Marvel
Meet Captain America,Rathcone,Human,Marvel
What Is the Life That I Led...?,Rebecca Lauria,Human,Marvel
Silent Night... Deadly Night!,Rebecca Rainbow,Human,Marvel
Tales of Suspense #42 Trapped By The Red Barbarian!,Red Barbarian,Human,Marvel
The Dentist in the Iron Mask!,Dr. Bob Doom,Human,Marvel
Colossus Lives Again!,Bob O'Bryan,Human,Marvel
Charon; What Have You Got to Hide?; Crawlin' From the Wreckage,Robin Ronalds,Human,Marvel
The Fantastic Four!,Rock Monster Guardian,Other,Marvel
"Extreme Prejudice, Part 1",Rok,Mutant,Marvel
Shadows,Shay North,Human,DC Comics
A Pior das Feras: Parte II,Go Hibiki,Human,Capcom
San Diego Comic-Con Special Edition,Dorai,Human,Capcom
Premier Issue,Po Lin,Human,Capcom
Up from Slavery!,Eddie Price,Human,Marvel
"Closer, Part 2",Paolo Belfiore,Human,Devil's Due
The Lady Detectives and the Dope Smugglers,Captain Blackbeard,Human,Non-Fictional
The Rainmakers,Alto Stratus,Human,Dark Horse Comics
Prologue: Blood Feud,Veon,Alien,DC Comics
Part 2,ZZZXX,Alien,Marvel
Multiple Birth,Sean Madrox,Other,Marvel
,Ling Xiaoyu,Human,Namco Bandai
,Wang Jinrey,Human,Namco Bandai
,Kuma,Animal,Namco Bandai
,Paul Phoenix,Human,Namco Bandai
,Jack,Robot,Namco Bandai
,Armor King,Human,Namco Bandai
,Bryan Fury,Cyborg,Namco Bandai
,King,Human,Namco Bandai
,Ganryu,Human,Namco Bandai
,Bruce Irvin,Human,Namco Bandai
,Anna Williams,Human,Namco Bandai
,Nina Williams,Human,Namco Bandai
,Julia Chang,Human,Namco Bandai
,Eddy Gordo,Human,Namco Bandai
,Marshall Law,Human,Namco Bandai
,Forest Law,Human,Namco Bandai
,Michelle Chang,Human,Namco Bandai
,Otacon,Human,IDW Publishing
Vol. 1,King Dedede,Animal,Nintendo
-,Gigantic,Cyborg,Dark Horse Comics
,Sean,Human,Capcom
Secret lives of the X-Men,Annie Richardson,Human,Marvel
,Salamander,Mutant,Marvel
Run For Your Life!,Salvatore,Human,Marvel
"""Trick Or Treat!""",Samhain,God/Eternal,Marvel
,Satyr,Human,Marvel
,Satyr-Nun,Human,Marvel
Software,Technique,Human,DC Comics
"The Wrong Side of the War, Part 1",General Noils,Human,Dark Horse Comics
,Iconoclast,Human,Dark Horse Comics
-,Bes,Alien,Dark Horse Comics
Stormchasers,Norcuna,Alien,Dark Horse Comics
Panthers or Pussycats?,Zuni,Human,Marvel
"Johnny, We Hardly Knew Ye...",Silencer,Human,Marvel
Super Dictionary,Conjura,Human,DC Comics
Mindstorm;  Sheer Heart Attack;  Scout's Motto;  Ember When;  This Is Our Story;  Shadow Of A Doubt;,Vibrania,Human,Marvel
"Circus of the Damned: The Charmer, 3 of 5",Richard Zeeman,Infection,Marvel
,Meryl Silverburgh,Human,IDW Publishing
Mindgames,Miraclewoman,Human,Marvel
Rough Justice,Android Andy,Robot,Marvel
Rough Justice,Colonel Tusker,Human,Marvel
Volume 1,Rokutaro,Human,Seven Seas Entertainment
"The Best Defense, Pt. 3",Gabe,Human,Skybound
Small Wonders,Rox Ogama,God/Eternal,DC Comics
"Made To Suffer, Pt. 2",Lilly,Human,Skybound
Beyond A Shadow...,Shadow Lord,Alien,Marvel
Judgment Day,Shan O'Meara,Human,Marvel UK
"Storm: The Arena, Part 1 of 4: Challenger",Silkworm,Mutant,Marvel
Destiny Be Mine!; And The Winner Is; U.F. Friends Or Foes?,Jason Nesmith,Human,IDW Publishing
Arguing A Called Strike,L'Matto,Alien,Marvel
"The Five Nightmares, Part 2: Murder, Inc.",Fighter One,Human,Marvel
Valhallaballoo!,Sleipnir,Animal,In the Public Domain
Manifest Destiny,Ssrov,Alien,Marvel
"The Five Nightmares, Part 2: Murder, Inc.",St. George,Human,Marvel
"The Prison Tree, Chapter I",The Dancing Ghost,Other,Vertigo
,Iron Woman,Human,Marvel
,Angel,God/Eternal,Namco Bandai
"As the Crow Flies, Part Two: Partners in Crime",Fright,Mutant,DC Comics
Victims Of Aggression,Virtuoso,Human,DC Comics
"Here We Remain, Pt. 5",Abraham Ford,Human,Skybound
"Here We Remain, Pt. 5",Rosita Espinosa,Human,Skybound
"Here We Remain, Pt. 5",Eugene Porter,Human,Skybound
,El Zombo,Other,Dark Horse Comics
,Kildare,Other,Top Cow
Play to Win Part Two; Power Corrupted Part Two,Gabriel Vargas,Human,Marvel
,Thrust Johnson,Human,Image
,Wong,Human,Image
,Scott,Human,Image
,Jenny,Human,Image
,Tommy,Human,Image
,Jeremy Randel,Human,Image
,Burt,Human,Image
,Coco,Human,Image
,Moana,Human,Image
Time Lost,Sureshot,Mutant,Marvel
Onslaught Impact 2: Don't Wait Up,Surgeon,Mutant,Marvel
Denial,Syphon,Other,Marvel
History Lesson,Taaru the Terrible,Human,Marvel
Brothers in Arms (Part 2) Alone Against the Coven,Tessa,Infection,Marvel
Weapon X Part 5,Thaddeus Soul,Human,Marvel
Echoes of History,Admiral Alabar,Alien,Marvel
Whyte Out,Whyteout,Human,Marvel
Hercules,Jason,Human,In the Public Domain
,The Elder,Animal,Skybound
,Euphemus,God/Eternal,In the Public Domain
,Chan-Dar,Alien,Marvel
,Morana,Human,Image
"Get Some, Part One",Stormfront,Human,Dynamite Entertainment
One: Babylon,Soldier Boy,Human,Dynamite Entertainment
"Angels & Demons, Part 1 of 6",Eli Bard,Other,Marvel
,Carrie Sutton,Human,Dynamite Entertainment
,Billy Wedgewood,Human,Dynamite Entertainment
,Rogue Alien,Alien,Dark Horse Comics
"No. 41, 1996",Monkey D. Garp,Human,Shueisha
Life Form - - Termination,Garnok Rebbahn,Alien,Marvel
The Deadly Past (Part 1),Balinor,Human,Marvel
The Origin Of Metallix,Max Krome,Cyborg,Future Comics
Getting the News To You,Charles III,Human,Non-Fictional
,Lady Diana Spencer,Human,Non-Fictional
Chapter One,Tila,Human,Marvel
Throw that old thing away grandma,Kate Provoczki,Human,Dead Numbat Productions
Chapter headings for old novels Part One,Dougal MacWikkening,Human,Dead Numbat Productions
Power Play,James Power,Human,Marvel
The Origin Of Metallix,Gil,Human,Future Comics
,The Dire Wolf,Robot,Dynamite Entertainment
Chapter One,Latch,God/Eternal,Marvel
Lisa,Lisa Beckman,Other,Marvel
Chapter headings for old novels Part One,Ziegfreid,Human,Dead Numbat Productions
A week in no particular order,Jack Leaderboard,Human,Dead Numbat Productions
Chapter headings for old novels Part One,Angus MacConnor,Human,Dead Numbat Productions
